id,url,team,name,image,position,shoots,height,weight,college,birthDate,highSchoolName,highSchoolCity,highSchoolState,yearsFrom,yearsTo,seasonsPlayed,gamesPlayed,minutesPlayed,fieldGoalsMade,fieldGoalAttempts,threePointsMade,threePointAttempts,freeThrowsMade,freeThrowAttempts,offensiveRebounds,rebounds,asssists,steals,blocks,turnovers,fouls,points,fieldGoalPercentage,threePointPercentage,freeThrowPercentage,minutesPerGame,pointsPerGame,reboundsPerGame,assistsPerGame
275,/players/m/moisoje01.html,BOS,Jerome Moiso,,C/PF,L,6-10,235,"University of California, Los Angeles",1978-06-15,Milford Academy,Milford,Connecticut,2001,2001,1,24,135,12,30,0,1,11,26,12,42,3,3,4,18,29,35,0.4,0,0.423,5.6,1.5,1.8,0.1
276,/players/m/monrogr01.html,BOS,Greg Monroe,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/monrogr01.jpg,PF/C,L,6-11,265,Georgetown University,1990-06-04,Helen Cox,Harvey,Louisiana,2018,2018,1,26,496,105,198,0,0,55,69,53,165,59,28,17,48,48,265,0.53,,0.797,19.1,10.2,6.3,2.3
277,/players/m/montrer01.html,BOS,Eric Montross,,C,R,7-0,270,University of North Carolina,1971-09-23,Lawrence North,Indianapolis,Indiana,1995,1996,2,139,3747,503,921,0,1,217,396,315,918,79,48,90,195,480,1223,0.546,0,0.548,27,8.8,6.6,0.6
278,/players/m/mooreet01.html,BOS,E'Twaun Moore,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/mooreet01.jpg,SG/PG,R,6-4,191,Purdue University,1989-02-28,East Chicago,East Chicago,Indiana,2012,2012,1,38,331,43,113,17,45,7,7,4,33,34,11,3,21,33,110,0.381,0.378,1,8.7,2.9,0.9,0.9
279,/players/m/mooremi01.html,BOS,Mikki Moore,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/mooremi01.jpg,C/PF,R,6-11,225,University of Nebraska,1975-11-04,Blacksburg,Blacksburg,South Carolina,2003,2009,2,27,468,51,86,0,0,14,19,32,107,25,4,7,21,102,116,0.593,,0.737,17.3,4.3,4,0.9
280,/players/m/morgare01.html,BOS,Rex Morgan,,SG,R,6-5,190,Jacksonville University,1948-10-27,Charleston,Charleston,Illinois,1971,1972,2,62,416,57,152,,,58,85,,91,39,,,,92,172,0.375,,0.682,6.7,2.8,1.5,0.6
281,/players/m/morrima03.html,BOS,Marcus Morris,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/morrima03.jpg,PF/SF,R,6-9,235,University of Kansas,1989-09-02,APEX Academy,Pennsauken,New Jersey,2018,2019,2,59,1569,284,657,96,255,138,170,45,324,76,37,13,72,117,802,0.432,0.376,0.812,26.6,13.6,5.5,1.3
282,/players/m/morrire01.html,BOS,Red Morrison,,C,R,6-8,220,University of Idaho,1932-04-26,Walla Walla,Walla Walla,Washington,1955,1956,2,142,2137,209,524,,,116,204,,796,135,,,,381,534,0.399,,0.569,15,3.8,5.6,1
283,/players/m/mullajo01.html,BOS,Joe Mullaney,,G,R,6-0,165,College of the Holy Cross,1924-11-17,Chaminade,Mineola,New York,1950,1950,1,37,,9,70,,,12,15,,,52,,,,30,30,0.129,,0.8,,0.8,,1.4
284,/players/m/mundtto01.html,BOS,Todd Mundt,,C,R,7-0,250,,1970-05-17,Central Merry,Jackson,Tennessee,1996,1996,1,9,33,3,9,0,0,0,0,1,3,1,1,1,0,6,6,0.333,,,3.7,0.7,0.3,0.1
285,/players/m/munroge01.html,BOS,George Munroe,,G,R,5-11,170,Dartmouth College,1922-01-05,Joliet,Joliet,Illinois,1948,1948,1,21,,27,91,,,17,26,,,3,,,,20,71,0.297,,0.654,,3.4,,0.1
286,/players/m/murphdi01.html,BOS,Dick Murphy,,G,R,6-1,175,Manhattan College,1921-03-10,St. Agnes,College Point,New York,1947,1947,1,7,,1,17,,,0,4,,,3,,,,6,2,0.059,,0,,0.3,,0.4
287,/players/m/murphtr01.html,BOS,Troy Murphy,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/murphtr01.jpg,PF,L,6-11,245,University of Notre Dame,1980-05-02,Delbarton,Northern Hills,New Jersey,2011,2011,1,17,178,16,38,1,10,11,13,11,38,6,8,1,7,19,44,0.421,0.1,0.846,10.5,2.6,2.2,0.4
288,/players/n/naderab01.html,BOS,Abdel Nader,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/naderab01.jpg,SF,R,6-6,230,,1993-09-25,Niles North,Skokie,Illinois,2018,2018,1,48,522,50,149,23,65,23,39,13,71,26,15,10,34,45,146,0.336,0.354,0.59,10.9,3,1.5,0.5
289,/players/n/naullwi01.html,BOS,Willie Naulls,,PF/SF,R,6-6,225,"University of California, Los Angeles",1934-10-07,San Pedro,San Pedro,California,1964,1966,3,220,4307,951,2370,,,372,464,,1011,208,,,,630,2274,0.401,,0.802,19.6,10.3,4.6,0.9
290,/players/n/nelsodo01.html,BOS,Don Nelson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/nelsodo01.jpg,PF/SF,R,6-6,210,University of Iowa,1940-05-15,Rock Island,Rock Island,Illinois,1966,1976,11,872,18970,3717,7672,,,2534,3296,273,4517,1354,65,35,,2094,9968,0.484,,0.769,21.8,11.4,5.2,1.6
291,/players/n/nelsoja01.html,BOS,Jameer Nelson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/nelsoja01.jpg,PG,R,6-0,190,Saint Joseph's University,1982-02-09,Chester,Chester,Pennsylvania,2015,2015,1,6,121,9,41,5,25,6,9,3,17,33,7,0,9,13,29,0.22,0.2,0.667,20.2,4.8,2.8,5.5
292,/players/n/nichoja01.html,BOS,Jack Nichols,,PF,L,6-7,222,University of Washington,1926-04-09,Everett,Everett,Washington,1954,1958,5,314,7721,1077,2861,,,593,762,,1834,533,,,,930,2747,0.376,,0.778,24.6,8.7,7.2,1.7
293,/players/n/niemari01.html,BOS,Rich Niemann,,C,R,7-0,245,Saint Louis University,1946-07-02,DuBourg,St. Louis,Missouri,1970,1970,1,6,18,2,5,,,2,2,,6,2,,,,10,6,0.4,,1,3,1,1,0.3
294,/players/n/nordmbe01.html,BOS,Bevo Nordmann,,C,R,6-10,225,Saint Louis University,1939-12-11,Saint Louis University High School,St. Louis,Missouri,1965,1965,1,3,25,3,5,,,0,0,,8,3,,,,5,6,0.6,,,8.3,2,2.7,1
295,/players/n/nostrge01.html,BOS,George Nostrand,,C/F,R,6-8,195,University of Wyoming,1924-01-25,,,,1949,1950,2,45,,127,387,,,119,194,,,55,,,,120,373,0.328,,0.613,,8.3,,1.2
296,/players/n/noszkst01.html,BOS,Stan Noszka,,G,R,6-1,185,Duquesne University,1920-09-09,,,,1948,1949,2,52,,57,220,,,39,65,,,29,,,,108,153,0.259,,0.6,,2.9,,0.6
297,/players/o/obryapa01.html,BOS,Patrick O'Bryant,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/obryapa01.jpg,C,R,7-0,260,Bradley University,1986-06-20,Blaine,Blaine,Minnesota,2009,2009,1,26,108,16,31,0,0,8,12,7,34,8,3,8,17,29,40,0.516,,0.667,4.2,1.5,1.3,0.3
298,/players/o/oconnde01.html,BOS,Dermie O'Connell,,G,R,6-0,174,College of the Holy Cross,1928-04-13,Cardinal Hayes,Bronx,New York,1949,1950,2,58,,159,590,,,63,114,,,129,,,,102,381,0.269,,0.553,,6.6,,2.2
299,/players/o/onealje01.html,BOS,Jermaine O'Neal,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/onealje01.jpg,PF/C,R,6-11,226,,1978-10-13,Eau Claire,Columbia,South Carolina,2011,2012,2,49,1001,102,229,0,1,50,74,62,223,22,10,73,48,145,254,0.445,0,0.676,20.4,5.2,4.6,0.4
300,/players/o/onealsh01.html,BOS,Shaquille O'Neal,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/onealsh01.jpg,C,R,7-1,325,Louisiana State University,1972-03-06,Cole,San Antonio,Texas,2011,2011,1,37,752,134,201,0,0,73,131,48,178,26,16,42,56,120,341,0.667,,0.557,20.3,9.2,4.8,0.7
301,/players/o/ojelese01.html,BOS,Semi Ojeleye,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/ojelese01.jpg,PF,R,6-7,241,Southern Methodist University,1994-12-05,Ottawa,Ottawa,Kansas,2018,2019,2,77,1169,66,192,40,127,26,43,39,164,20,21,4,25,93,198,0.344,0.315,0.605,15.2,2.6,2.1,0.3
302,/players/o/oliveji01.html,BOS,Jimmy Oliver,,SG,R,6-5,205,Purdue University,1969-07-12,Morrilton,Morrilton,Arkansas,1994,1994,1,44,540,89,214,13,32,25,33,8,46,33,16,1,21,39,216,0.416,0.406,0.758,12.3,4.9,1,0.8
303,/players/o/olowomi01.html,BOS,Michael Olowokandi,,C,R,7-0,269,University of the Pacific,1975-04-03,Newlands Manorium,East Sussex,,2006,2007,2,40,401,39,91,0,0,7,11,19,89,11,11,19,31,70,85,0.429,,0.636,10,2.1,2.2,0.3
304,/players/o/olsenbu01.html,BOS,Bud Olsen,,PF,R,6-8,220,University of Louisville,1940-07-25,Belmont,Dayton,Ohio,1969,1969,1,7,43,7,19,,,0,6,,14,4,,,,6,14,0.368,,0,6.1,2,2,0.6
305,/players/o/olynyke01.html,BOS,Kelly Olynyk,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/olynyke01.jpg,C/PF,R,7-0,238,Gonzaga University,1991-04-19,South Kamloops,Kamloops,,2014,2017,4,278,5756,998,2094,254,691,378,509,377,1310,471,194,128,374,810,2628,0.477,0.368,0.743,20.7,9.5,4.7,1.7
306,/players/o/overtdo01.html,BOS,Doug Overton,,PG,R,6-3,190,La Salle University,1969-08-03,Dobbins Technical,Philadelphia,Pennsylvania,2000,2001,2,55,576,76,198,11,32,27,32,17,48,72,14,0,33,61,190,0.384,0.344,0.844,10.5,3.5,0.9,1.3
307,/players/p/palacmi01.html,BOS,Milt Palacio,,PG/SG,R,6-3,195,,1978-02-07,Junipero Serra,Gardena,California,2001,2002,2,99,1659,178,402,24,70,114,143,33,152,205,69,3,104,121,494,0.443,0.343,0.797,16.8,5,1.5,2.1
308,/players/p/palazto01.html,BOS,Togo Palazzi,,SG/SF,R,6-4,205,College of the Holy Cross,1932-08-08,Union Hill,Union City,New Jersey,1955,1957,3,137,1440,287,744,,,153,216,,403,80,,,,170,727,0.386,,0.708,10.5,5.3,2.9,0.6
309,/players/p/parisro01.html,BOS,Robert Parish,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/parisro01.jpg,C,R,7-0,230,Centenary College of Louisiana,1953-08-30,Woodlawn,Shreveport,Louisiana,1981,1994,14,1106,34977,7483,13558,0,5,3279,4491,3450,11051,1679,873,1703,2380,3125,18245,0.552,0,0.73,31.6,16.5,10,1.5
310,/players/p/pavloal01.html,BOS,Sasha Pavlovic,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/pavloal01.jpg,SF/SG,R,6-8,220,,1983-11-15,,,,2011,2012,2,62,676,62,154,22,68,5,13,5,86,21,25,15,26,69,151,0.403,0.324,0.385,10.9,2.4,1.4,0.3
311,/players/p/paxsoji02.html,BOS,Jim Paxson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/paxsoji02.jpg,PG/SG,R,6-6,200,University of Dayton,1957-07-09,Archbishop Alter,Kettering,Ohio,1988,1990,3,157,2959,487,1058,11,57,211,254,49,178,293,94,17,139,255,1196,0.46,0.193,0.831,18.8,7.6,1.1,1.9
312,/players/p/paytoga01.html,BOS,Gary Payton,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/paytoga01.jpg,PG,R,6-4,180,Oregon State University,1968-07-23,Skyline,Oakland,California,2005,2005,1,77,2541,339,725,42,129,153,201,48,236,469,88,12,148,121,873,0.468,0.326,0.761,33,11.3,3.1,6.1
313,/players/p/perkike01.html,BOS,Kendrick Perkins,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/perkike01.jpg,C,R,6-10,270,,1984-11-10,Clifton J. Ozen,Beaumont,Texas,2004,2011,8,454,10123,1169,2076,0,11,579,960,838,2751,457,134,646,748,1268,2917,0.563,0,0.603,22.3,6.4,6.1,1
314,/players/p/phillan01.html,BOS,Andy Phillip,,PG/SG,R,6-2,195,University of Illinois at Urbana-Champaign,1922-03-07,Granite City,Granite City,Illinois,1957,1958,2,137,2640,202,550,,,130,208,,339,289,,,,242,534,0.367,,0.625,19.3,3.9,2.5,2.1
315,/players/p/phillga01.html,BOS,Gary Phillips,,PG/SG,R,6-3,189,University of Houston,1939-12-07,Quincy,Quincy,Illinois,1962,1962,1,67,713,110,310,,,50,86,,107,64,,,,109,270,0.355,,0.581,10.6,4,1.6,1
316,/players/p/piercpa01.html,BOS,Paul Pierce,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/piercpa01.jpg,SG/SF,R,6-7,235,University of Kansas,1977-10-13,Inglewood,Inglewood,California,1999,2013,15,1102,40360,7882,17630,1823,4928,6434,7979,1008,6651,4305,1583,668,3213,3124,24021,0.447,0.37,0.806,36.6,21.8,6,3.9
317,/players/p/pietrmi01.html,BOS,Mickael Pietrus,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/pietrmi01.jpg,SG/SF/PG,R,6-6,215,,1982-02-07,,,,2012,2012,1,42,921,104,270,61,182,20,31,18,130,25,21,10,33,81,289,0.385,0.335,0.645,21.9,6.9,3.1,0.6
318,/players/p/pincked01.html,BOS,Ed Pinckney,,PF/SF,R,6-9,195,Villanova University,1963-03-27,Adlai E. Stevenson,Bronx,New York,1989,1994,6,340,6517,725,1359,0,3,610,757,734,1799,282,256,215,282,652,2060,0.533,0,0.806,19.2,6.1,5.3,0.8
319,/players/p/pinknke01.html,BOS,Kevinn Pinkney,,PF,R,6-10,245,"University of Nevada, Reno",1983-10-20,Colton,Colton,California,2007,2007,1,6,100,12,27,1,2,6,9,7,15,5,3,3,4,12,31,0.444,0.5,0.667,16.7,5.2,2.5,0.8
320,/players/p/pollasc01.html,BOS,Scot Pollard,,C,R,6-11,265,University of Kansas,1975-02-12,Torrey Pines,San Diego,California,2008,2008,1,22,173,12,23,0,0,15,22,14,37,3,3,6,5,43,39,0.522,,0.682,7.9,1.8,1.7,0.1
321,/players/p/popsoda01.html,BOS,Dave Popson,,PF,R,6-10,220,University of North Carolina,1964-05-17,Bishop O'Reilly,Kingston,Pennsylvania,1991,1991,1,19,64,13,32,0,0,9,10,7,14,2,1,2,6,12,35,0.406,,0.9,3.4,1.8,0.7,0.1
322,/players/p/poseyja01.html,BOS,James Posey,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/poseyja01.jpg,SG/SF/PF,R,6-8,215,Xavier University,1977-01-13,R.B. Chamberlain,Twinsburg,Ohio,2008,2008,1,74,1821,173,414,106,279,93,115,30,322,114,72,19,65,182,545,0.418,0.38,0.809,24.6,7.4,4.4,1.5
323,/players/p/potapvi01.html,BOS,Vitaly Potapenko,,C,R,6-10,280,Wright State University,1975-03-21,Kozchagin,Kiev,,1999,2002,4,273,5968,841,1723,0,1,371,544,646,1579,230,154,90,385,757,2053,0.488,0,0.682,21.9,7.5,5.8,0.8
324,/players/p/powele01.html,BOS,Leon Powe,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/powele01.jpg,SF/C/PF,R,6-8,240,University of California,1984-01-22,Oakland Technical,Oakland,California,2007,2009,3,189,2756,410,784,0,3,427,604,337,787,71,53,76,166,423,1247,0.523,0,0.707,14.6,6.6,4.2,0.4
325,/players/p/poweldw01.html,BOS,Dwight Powell,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/poweldw01.jpg,C/PF,R,6-11,240,Stanford University,1991-07-20,IMG Academy,Bradenton,Florida,2015,2015,1,5,9,4,5,0,0,1,2,0,1,0,2,0,2,1,9,0.8,,0.5,1.8,1.8,0.2,0
326,/players/p/pressph01.html,BOS,Phil Pressey,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/pressph01.jpg,PG,R,5-11,175,University of Missouri,1991-02-17,Episcopal School of Dallas,Dallas,Texas,2014,2015,2,125,1732,142,427,44,171,62,94,33,185,358,98,11,128,151,390,0.333,0.257,0.66,13.9,3.1,1.5,2.9
327,/players/p/princta01.html,BOS,Tayshaun Prince,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/princta01.jpg,SF,L,6-9,212,University of Kentucky,1980-02-28,Dominguez,Compton,California,2015,2015,1,9,198,33,59,5,8,5,6,6,30,18,5,2,4,7,76,0.559,0.625,0.833,22,8.4,3.3,2
328,/players/p/pritcke01.html,BOS,Kevin Pritchard,,PG,R,6-3,180,University of Kansas,1967-07-17,Thomas Edison,Tulsa,Oklahoma,1992,1992,1,11,136,16,34,0,3,14,18,1,11,30,3,4,11,17,46,0.471,0,0.778,12.4,4.2,1,2.7
329,/players/p/pruitga01.html,BOS,Gabe Pruitt,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/pruitga01.jpg,SG/PG,R,6-4,170,University of Southern California,1986-04-19,Westchester,Los Angeles,California,2008,2009,2,62,461,45,140,17,60,18,23,10,51,52,20,3,24,44,125,0.321,0.283,0.783,7.4,2,0.8,0.8
330,/players/r/radjadi01.html,BOS,Dino Radja,,PF/C,R,6-11,225,,1967-04-24,Technical School Ctr,Split,,1994,1997,4,224,7308,1516,3052,0,3,701,954,497,1883,356,201,282,495,745,3733,0.497,0,0.735,32.6,16.7,8.4,1.6
331,/players/r/ramsefr01.html,BOS,Frank Ramsey,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/ramsefr01.jpg,SG/SF,R,6-3,190,University of Kentucky,1931-07-13,Madisonville,Madisonville,Kentucky,1955,1964,9,623,15330,2949,7382,,,2480,3083,,3410,1134,,,,2158,8378,0.399,,0.804,24.6,13.4,5.5,1.8
332,/players/r/randosh01.html,BOS,Shavlik Randolph,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/randosh01.jpg,PF,R,6-10,240,Duke University,1983-11-24,Broughton,Raleigh,North Carolina,2013,2015,2,21,223,31,58,0,1,12,29,32,82,5,9,8,11,41,74,0.534,0,0.414,10.6,3.5,3.9,0.2
333,/players/r/ratlith01.html,BOS,Theo Ratliff,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/ratlith01.jpg,PF/C,R,6-10,225,University of Wyoming,1973-04-17,Demopolis,Demopolis,Alabama,2007,2007,1,2,44,1,3,0,0,3,4,2,7,0,1,3,1,6,5,0.333,,0.75,22,2.5,3.5,0
334,/players/r/rayal01.html,BOS,Allan Ray,,SG,R,6-2,190,Villanova University,1984-06-17,St. Raymond,Bronx,New York,2007,2007,1,47,710,100,259,48,116,42,55,18,69,43,20,3,42,85,290,0.386,0.414,0.764,15.1,6.2,1.5,0.9
335,/players/r/reedju01.html,BOS,Justin Reed,,PF/SF,R,6-8,240,University of Mississippi,1982-01-16,Provine,Jackson,Mississippi,2005,2006,2,55,412,40,103,0,3,36,55,21,45,17,8,5,20,57,116,0.388,0,0.655,7.5,2.1,0.8,0.3
336,/players/r/richtjo01.html,BOS,John Richter,,C,R,6-9,225,North Carolina State University,1937-03-12,Frankford,Philadelphia,Pennsylvania,1960,1960,1,66,808,113,332,,,59,117,,312,27,,,,158,285,0.34,,0.504,12.2,4.3,4.7,0.4
337,/players/r/riebeme01.html,BOS,Mel Riebe,,G/F,R,5-11,180,College of Wooster,1916-07-12,Euclid,Cleveland,Ohio,1948,1949,2,81,,348,1154,,,155,253,,,136,,,,234,851,0.302,,0.613,,10.5,,1.7
338,/players/r/rileyer01.html,BOS,Eric Riley,,C,R,7-0,245,University of Michigan,1970-06-02,St. Joseph,Cleveland,Ohio,1999,1999,1,35,337,28,54,0,0,22,31,36,99,13,9,26,26,73,78,0.519,,0.71,9.6,2.2,2.8,0.4
339,/players/r/risenar01.html,BOS,Arnie Risen,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/risenar01.jpg,C,R,6-9,200,Ohio State University,1924-10-09,Williamstown,Williamstown,Kentucky,1956,1958,3,174,3651,442,1197,,,390,563,,1199,191,,,,658,1274,0.369,,0.693,21,7.3,6.9,1.1
340,/players/r/rivasra01.html,BOS,Ramon Rivas,,C,R,6-10,260,Temple University,1966-06-03,Pedro Albizu,Carolina,,1989,1989,1,28,91,12,31,0,1,16,25,9,24,3,4,1,9,21,40,0.387,0,0.64,3.3,1.4,0.9,0.1
341,/players/r/roberbi01.html,BOS,Bill Roberts,,C,R,6-9,210,University of Wyoming,1925-03-13,,,,1949,1949,1,26,,36,109,,,9,19,,,13,,,,34,81,0.33,,0.474,,3.1,,0.5
342,/players/r/roberfr01.html,BOS,Fred Roberts,,C/SF/PF,R,6-10,218,Brigham Young University,1960-08-14,Bingham,South Jordan,Utah,1987,1988,2,147,2111,300,600,0,9,252,318,114,352,143,38,35,157,247,852,0.5,0,0.792,14.4,5.8,2.4,1
343,/players/r/robeyri01.html,BOS,Rick Robey,,C,R,6-11,230,University of Kentucky,1956-01-30,Brother Martin,New Orleans,Louisiana,1979,1983,5,339,6442,1144,2241,0,4,541,858,622,1693,430,154,59,531,883,2829,0.51,0,0.631,19,8.3,5,1.3
344,/players/r/robinla01.html,BOS,Larry Robinson,,SF/SG/PG,R,6-3,180,Centenary College of Louisiana,1968-01-11,Airline,Bossier City,Louisiana,1992,1992,1,1,6,1,5,0,0,0,0,2,2,1,0,0,1,3,2,0.2,,,6,2,2,1
345,/players/r/robinna01.html,BOS,Nate Robinson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/robinna01.jpg,PG,R,5-9,180,University of Washington,1984-05-31,Rainier Beach,Seattle,Washington,2010,2011,2,81,1365,209,518,99,279,41,53,20,127,156,51,4,86,157,558,0.403,0.355,0.774,16.9,6.9,1.6,1.9
346,/players/r/rogerro01.html,BOS,Rodney Rogers,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/rogerro01.jpg,PF/SF,L,6-7,235,Wake Forest University,1971-06-20,Hillside,Durham,North Carolina,2002,2002,1,27,626,107,222,39,95,35,50,34,107,40,16,12,42,78,288,0.482,0.411,0.7,23.2,10.7,4,1.5
347,/players/r/rogerro02.html,BOS,Roy Rogers,,PF,R,6-10,235,University of Alabama,1973-08-19,Linden,Linden,Alabama,1998,1998,1,9,37,3,8,0,0,1,2,0,5,1,2,4,1,6,7,0.375,,0.5,4.1,0.8,0.6,0.1
348,/players/r/rollike01.html,BOS,Kenny Rollins,,PG,R,6-0,168,University of Kentucky,1923-09-14,Wickliffe,Wickliffe,Kentucky,1953,1953,1,43,426,38,115,,,22,27,,45,46,,,,63,98,0.33,,0.815,9.9,2.3,1,1.1
349,/players/r/rondora01.html,BOS,Rajon Rondo,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/rondora01.jpg,PG,R,6-1,186,University of Kentucky,1986-02-22,Oak Hill Academy,Mouth of Wilson,Virginia,2007,2015,9,527,17346,2402,5083,109,433,870,1418,591,2485,4474,990,71,1488,1181,5783,0.473,0.252,0.614,32.9,11,4.7,8.5
350,/players/r/rowecu01.html,BOS,Curtis Rowe,,PF,R,6-7,225,"University of California, Los Angeles",1949-07-02,John C. Fremont,Los Angeles,California,1977,1979,3,183,4323,589,1251,,,288,404,341,1008,221,53,68,164,414,1466,0.471,,0.713,23.6,8,5.5,1.2
351,/players/r/roziete01.html,BOS,Terry Rozier,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/roziete01.jpg,PG,R,6-2,190,University of Louisville,1994-03-17,Hargrave Military Academy,Chatham,Virginia,2016,2019,4,198,3755,511,1356,222,624,176,227,129,685,411,137,32,148,223,1420,0.377,0.356,0.775,19,7.2,3.5,2.1
352,/players/r/russebi01.html,BOS,Bill Russell,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/russebi01.jpg,C,L,6-10,215,University of San Francisco,1934-02-12,McClymonds,Oakland,California,1957,1969,13,963,40726,5687,12930,,,3148,5614,,21620,4100,,,,2592,14522,0.44,,0.561,42.3,15.1,22.5,4.3
353,/players/s/sadowed01.html,BOS,Ed Sadowski,,C,R,6-5,240,Seton Hall University,1917-07-11,,,,1948,1948,1,47,,308,953,,,294,422,,,74,,,,182,910,0.323,,0.697,,19.4,,1.6
354,/players/s/sailoke01.html,BOS,Kenny Sailors,,G,R,5-10,175,University of Wyoming,1921-01-14,Laramie,Laramie,Wyoming,1951,1951,1,10,,4,25,,,10,16,,3,8,,,,14,18,0.16,,0.625,,1.8,0.3,0.8
355,/players/s/sandefr01.html,BOS,Frankie Sanders,,SF,R,6-6,200,Southern University and A&M College,1957-01-23,Stivers,Dayton,Ohio,1979,1979,1,24,216,55,119,,,22,27,22,51,17,7,3,23,25,132,0.462,,0.815,9,5.5,2.1,0.7
356,/players/s/sandeto01.html,BOS,Tom Sanders,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/sandeto01.jpg,SF/PF,R,6-6,210,New York University,1938-11-08,Seward Park,New York,New York,1961,1973,13,916,22164,3416,7988,,,1934,2520,,5798,1026,,,,3044,8766,0.428,,0.767,24.2,9.6,6.3,1.1
357,/players/s/sauldwo01.html,BOS,Woody Sauldsberry,,PF/C,R,6-7,220,Texas Southern University,1934-07-11,Compton Union,Los Angeles,California,1966,1966,1,39,530,80,249,,,11,22,,142,15,,,,94,171,0.321,,0.5,13.6,4.4,3.6,0.4
358,/players/s/saundfr01.html,BOS,Fred Saunders,,SF,R,6-7,210,Syracuse University,1951-06-13,Mohawk,Columbus,Ohio,1977,1978,2,94,1294,214,486,,,49,70,84,260,96,33,11,20,225,477,0.44,,0.7,13.8,5.1,2.8,1
359,/players/s/scalabr01.html,BOS,Brian Scalabrine,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/scalabr01.jpg,C/PF,R,6-9,241,University of Southern California,1978-03-18,Enumclaw,Enumclaw,Washington,2006,2010,5,264,3453,257,677,130,353,79,103,89,396,195,69,59,149,452,723,0.38,0.368,0.767,13.1,2.7,1.5,0.7
360,/players/s/schindw01.html,BOS,Dwayne Schintzius,,C,R,7-1,260,University of Florida,1968-10-14,Brandon,Brandon,Florida,1999,1999,1,16,67,4,16,0,0,3,4,7,19,8,0,3,10,17,11,0.25,,0.75,4.2,0.7,1.2,0.5
361,/players/s/scolafr01.html,BOS,Fred Scolari,,PG,R,5-10,180,University of San Francisco,1922-03-01,Galileo,San Francisco,California,1955,1955,1,59,619,76,249,,,39,49,,77,93,,,,76,191,0.305,,0.796,10.5,3.2,1.3,1.6
362,/players/s/scottch01.html,BOS,Charlie Scott,,PG/SG,R,6-5,175,University of North Carolina,1948-12-15,Laurinburg Institute,Laurinburg,North Carolina,1976,1978,3,156,5574,1124,2528,,,480,626,182,650,680,214,42,105,608,2728,0.445,,0.767,35.7,17.5,4.2,4.4
363,/players/s/searced01.html,BOS,Ed Searcy,,SF,R,6-6,210,St. John's University,1952-04-17,Power Memorial,New York,New York,1976,1976,1,4,12,2,6,,,2,2,0,0,1,0,0,,4,6,0.333,,1,3,1.5,0,0.3
364,/players/s/seminji01.html,BOS,Jim Seminoff,,G/F,R,6-2,190,University of Southern California,1922-09-01,Roosevelt,Los Angeles,California,1949,1950,2,123,,238,770,,,293,407,,,478,,,,349,769,0.309,,0.72,,6.3,,3.9
365,/players/s/shannea01.html,BOS,Earl Shannon,,G/F,R,5-11,170,University of Rhode Island,1921-11-23,Pawtucket,Pawtucket,Rhode Island,1949,1949,1,5,,2,11,,,1,4,,,4,,,,2,5,0.182,,0.25,,1,,0.8
366,/players/s/shannho01.html,BOS,Howie Shannon,,G/F,R,6-2,175,Kansas State University,1923-06-10,,,,1950,1950,1,67,,222,646,,,143,182,,,174,,,,148,587,0.344,,0.786,,8.8,,2.6
